"","Sex","ag","n_draw","prob_symptoms_str"
"3797","Female","50+",317,0.410363572174527
"3798","Female","<2",317,0.0683939286957544
"3799","Male","15-24",317,0.205181786087263
"3800","Male","2-14",317,0.136787857391509
"3801","Male","25-34",317,0.273575714783018
"3802","Male","35-49",317,0.341969643478772
"3803","Male","50+",317,0.410363572174527
"3804","Male","<2",317,0.0683939286957544
"3805","Female","15-24",318,0.26406504459289
"3806","Female","2-14",318,0.176043363061927
"3807","Female","25-34",318,0.352086726123853
"3808","Female","35-49",318,0.440108407654816
"3809","Female","50+",318,0.52813008918578
"3810","Female","<2",318,0.0880216815309633
"3811","Male","15-24",318,0.26406504459289
"3812","Male","2-14",318,0.176043363061927
"3813","Male","25-34",318,0.352086726123853
"3814","Male","35-49",318,0.440108407654816
"3815","Male","50+",318,0.52813008918578
"3816","Male","<2",318,0.0880216815309633
"3817","Female","15-24",319,0.184908373274716
"3818","Female","2-14",319,0.123272248849811
"3819","Female","25-34",319,0.246544497699621
"3820","Female","35-49",319,0.308180622124527
"3821","Female","50+",319,0.369816746549432
"3822","Female","<2",319,0.0616361244249053
"3823","Male","15-24",319,0.184908373274716
"3824","Male","2-14",319,0.123272248849811
"3825","Male","25-34",319,0.246544497699621
"3826","Male","35-49",319,0.308180622124527
"3827","Male","50+",319,0.369816746549432
"3828","Male","<2",319,0.0616361244249053
"3829","Female","15-24",320,0.249595490932411
"3830","Female","2-14",320,0.166396993954941
"3831","Female","25-34",320,0.332793987909882
"3832","Female","35-49",320,0.415992484887352
"3833","Female","50+",320,0.499190981864822
"3834","Female","<2",320,0.0831984969774704
"3835","Male","15-24",320,0.249595490932411
"3836","Male","2-14",320,0.166396993954941
"3837","Male","25-34",320,0.332793987909882
"3838","Male","35-49",320,0.415992484887352
"3839","Male","50+",320,0.499190981864822
"3840","Male","<2",320,0.0831984969774704
"3841","Female","15-24",321,0.214059955134405
"3842","Female","2-14",321,0.14270663675627
"3843","Female","25-34",321,0.28541327351254
"3844","Female","35-49",321,0.356766591890674
"3845","Female","50+",321,0.428119910268809
"3846","Female","<2",321,0.0713533183781349
"3847","Male","15-24",321,0.214059955134405
"3848","Male","2-14",321,0.14270663675627
"3849","Male","25-34",321,0.28541327351254
"3850","Male","35-49",321,0.356766591890674
"3851","Male","50+",321,0.428119910268809
"3852","Male","<2",321,0.0713533183781349
"3853","Female","15-24",322,0.182396468156222
"3854","Female","2-14",322,0.121597645437481
"3855","Female","25-34",322,0.243195290874963
"3856","Female","35-49",322,0.303994113593704
"3857","Female","50+",322,0.364792936312444
"3858","Female","<2",322,0.0607988227187407
"3859","Male","15-24",322,0.182396468156222
"3860","Male","2-14",322,0.121597645437481
"3861","Male","25-34",322,0.243195290874963
"3862","Male","35-49",322,0.303994113593704
"3863","Male","50+",322,0.364792936312444
"3864","Male","<2",322,0.0607988227187407
"3865","Female","15-24",323,0.238545208398314
"3866","Female","2-14",323,0.15903013893221
"3867","Female","25-34",323,0.318060277864419
"3868","Female","35-49",323,0.397575347330524
"3869","Female","50+",323,0.477090416796629
"3870","Female","<2",323,0.0795150694661048
"3871","Male","15-24",323,0.238545208398314
"3872","Male","2-14",323,0.15903013893221
"3873","Male","25-34",323,0.318060277864419
"3874","Male","35-49",323,0.397575347330524
"3875","Male","50+",323,0.477090416796629
"3876","Male","<2",323,0.0795150694661048
"3877","Female","15-24",324,0.270421548877287
"3878","Female","2-14",324,0.180281032584858
"3879","Female","25-34",324,0.360562065169717
"3880","Female","35-49",324,0.450702581462146
"3881","Female","50+",324,0.540843097754575
"3882","Female","<2",324,0.0901405162924292
"3883","Male","15-24",324,0.270421548877287
"3884","Male","2-14",324,0.180281032584858
"3885","Male","25-34",324,0.360562065169717
"3886","Male","35-49",324,0.450702581462146
"3887","Male","50+",324,0.540843097754575
"3888","Male","<2",324,0.0901405162924292
"3889","Female","15-24",325,0.169594533417008
"3890","Female","2-14",325,0.113063022278006
"3891","Female","25-34",325,0.226126044556011
"3892","Female","35-49",325,0.282657555695014
"3893","Female","50+",325,0.339189066834017
"3894","Female","<2",325,0.0565315111390028
"3895","Male","15-24",325,0.169594533417008
"3896","Male","2-14",325,0.113063022278006
"3897","Male","25-34",325,0.226126044556011
"3898","Male","35-49",325,0.282657555695014
"3899","Male","50+",325,0.339189066834017
"3900","Male","<2",325,0.0565315111390028
"3901","Female","15-24",326,0.239711958633816
"3902","Female","2-14",326,0.159807972422544
"3903","Female","25-34",326,0.319615944845088
"3904","Female","35-49",326,0.39951993105636
"3905","Female","50+",326,0.479423917267632
"3906","Female","<2",326,0.079903986211272
"3907","Male","15-24",326,0.239711958633816
"3908","Male","2-14",326,0.159807972422544
"3909","Male","25-34",326,0.319615944845088
"3910","Male","35-49",326,0.39951993105636
"3911","Male","50+",326,0.479423917267632
"3912","Male","<2",326,0.079903986211272
"3913","Female","15-24",327,0.299956683169766
"3914","Female","2-14",327,0.199971122113177
"3915","Female","25-34",327,0.399942244226354
"3916","Female","35-49",327,0.499927805282943
"3917","Female","50+",327,0.599913366339531
"3918","Female","<2",327,0.0999855610565886
"3919","Male","15-24",327,0.299956683169766
"3920","Male","2-14",327,0.199971122113177
"3921","Male","25-34",327,0.399942244226354
"3922","Male","35-49",327,0.499927805282943
"3923","Male","50+",327,0.599913366339531
"3924","Male","<2",327,0.0999855610565886
"3925","Female","15-24",328,0.164672058711225
"3926","Female","2-14",328,0.10978137247415
"3927","Female","25-34",328,0.219562744948299
"3928","Female","35-49",328,0.274453431185374
"3929","Female","50+",328,0.329344117422449
"3930","Female","<2",328,0.0548906862370749
"3931","Male","15-24",328,0.164672058711225
"3932","Male","2-14",328,0.10978137247415
"3933","Male","25-34",328,0.219562744948299
"3934","Male","35-49",328,0.274453431185374
"3935","Male","50+",328,0.329344117422449
"3936","Male","<2",328,0.0548906862370749
"3937","Female","15-24",329,0.136098188096641
"3938","Female","2-14",329,0.0907321253977605
"3939","Female","25-34",329,0.181464250795521
"3940","Female","35-49",329,0.226830313494401
"3941","Female","50+",329,0.272196376193281
"3942","Female","<2",329,0.0453660626988802
"3943","Male","15-24",329,0.136098188096641
"3944","Male","2-14",329,0.0907321253977605
"3945","Male","25-34",329,0.181464250795521
"3946","Male","35-49",329,0.226830313494401
"3947","Male","50+",329,0.272196376193281
"3948","Male","<2",329,0.0453660626988802
"3949","Female","15-24",330,0.278953232043414
"3950","Female","2-14",330,0.185968821362276
"3951","Female","25-34",330,0.371937642724553
"3952","Female","35-49",330,0.464922053405691
"3953","Female","50+",330,0.557906464086829
"3954","Female","<2",330,0.0929844106811381
"3955","Male","15-24",330,0.278953232043414
"3956","Male","2-14",330,0.185968821362276
"3957","Male","25-34",330,0.371937642724553
"3958","Male","35-49",330,0.464922053405691
"3959","Male","50+",330,0.557906464086829
"3960","Male","<2",330,0.0929844106811381
"3961","Female","15-24",331,0.173450236645626
"3962","Female","2-14",331,0.115633491097084
"3963","Female","25-34",331,0.231266982194168
"3964","Female","35-49",331,0.28908372774271
"3965","Female","50+",331,0.346900473291252
"3966","Female","<2",331,0.057816745548542
"3967","Male","15-24",331,0.173450236645626
"3968","Male","2-14",331,0.115633491097084
"3969","Male","25-34",331,0.231266982194168
"3970","Male","35-49",331,0.28908372774271
"3971","Male","50+",331,0.346900473291252
"3972","Male","<2",331,0.057816745548542
"3973","Female","15-24",332,0.157586614702324
"3974","Female","2-14",332,0.105057743134883
"3975","Female","25-34",332,0.210115486269766
"3976","Female","35-49",332,0.262644357837207
"3977","Female","50+",332,0.315173229404649
"3978","Female","<2",332,0.0525288715674415
"3979","Male","15-24",332,0.157586614702324
"3980","Male","2-14",332,0.105057743134883
"3981","Male","25-34",332,0.210115486269766
"3982","Male","35-49",332,0.262644357837207
"3983","Male","50+",332,0.315173229404649
"3984","Male","<2",332,0.0525288715674415
"3985","Female","15-24",333,0.271778758758193
"3986","Female","2-14",333,0.181185839172129
"3987","Female","25-34",333,0.362371678344257
"3988","Female","35-49",333,0.452964597930322
"3989","Female","50+",333,0.543557517516386
"3990","Female","<2",333,0.0905929195860643
"3991","Male","15-24",333,0.271778758758193
"3992","Male","2-14",333,0.181185839172129
"3993","Male","25-34",333,0.362371678344257
"3994","Male","35-49",333,0.452964597930322
"3995","Male","50+",333,0.543557517516386
"3996","Male","<2",333,0.0905929195860643
"3997","Female","15-24",334,0.221705229066354
"3998","Female","2-14",334,0.147803486044236
"3999","Female","25-34",334,0.295606972088471
"4000","Female","35-49",334,0.369508715110589
"4001","Female","50+",334,0.443410458132707
"4002","Female","<2",334,0.0739017430221179
"4003","Male","15-24",334,0.221705229066354
"4004","Male","2-14",334,0.147803486044236
"4005","Male","25-34",334,0.295606972088471
"4006","Male","35-49",334,0.369508715110589
"4007","Male","50+",334,0.443410458132707
"4008","Male","<2",334,0.0739017430221179
"4009","Female","15-24",335,0.167378618809093
"4010","Female","2-14",335,0.111585745872729
"4011","Female","25-34",335,0.223171491745457
"4012","Female","35-49",335,0.278964364681822
"4013","Female","50+",335,0.334757237618186
"4014","Female","<2",335,0.0557928729363643
"4015","Male","15-24",335,0.167378618809093
"4016","Male","2-14",335,0.111585745872729
"4017","Male","25-34",335,0.223171491745457
"4018","Male","35-49",335,0.278964364681822
"4019","Male","50+",335,0.334757237618186
"4020","Male","<2",335,0.0557928729363643
"4021","Female","15-24",336,0.138664516097296
"4022","Female","2-14",336,0.0924430107315309
"4023","Female","25-34",336,0.184886021463062
"4024","Female","35-49",336,0.231107526828827
"4025","Female","50+",336,0.277329032194593
"4026","Female","<2",336,0.0462215053657655
"4027","Male","15-24",336,0.138664516097296
"4028","Male","2-14",336,0.0924430107315309
"4029","Male","25-34",336,0.184886021463062
"4030","Male","35-49",336,0.231107526828827
"4031","Male","50+",336,0.277329032194593
"4032","Male","<2",336,0.0462215053657655
"4033","Female","15-24",337,0.153623709221636
"4034","Female","2-14",337,0.102415806147757
"4035","Female","25-34",337,0.204831612295514
"4036","Female","35-49",337,0.256039515369393
"4037","Female","50+",337,0.307247418443272
"4038","Female","<2",337,0.0512079030738786
"4039","Male","15-24",337,0.153623709221636
"4040","Male","2-14",337,0.102415806147757
"4041","Male","25-34",337,0.204831612295514
"4042","Male","35-49",337,0.256039515369393
"4043","Male","50+",337,0.307247418443272
"4044","Male","<2",337,0.0512079030738786
"4045","Female","15-24",338,0.281522796741839
"4046","Female","2-14",338,0.187681864494559
"4047","Female","25-34",338,0.375363728989119
"4048","Female","35-49",338,0.469204661236399
"4049","Female","50+",338,0.563045593483678
"4050","Female","<2",338,0.0938409322472797
"4051","Male","15-24",338,0.281522796741839
"4052","Male","2-14",338,0.187681864494559
"4053","Male","25-34",338,0.375363728989119
"4054","Male","35-49",338,0.469204661236399
"4055","Male","50+",338,0.563045593483678
"4056","Male","<2",338,0.0938409322472797
"4057","Female","15-24",339,0.440490186109051
"4058","Female","2-14",339,0.293660124072701
"4059","Female","25-34",339,0.587320248145402
"4060","Female","35-49",339,0.734150310181752
"4061","Female","50+",339,0.880980372218102
"4062","Female","<2",339,0.14683006203635
"4063","Male","15-24",339,0.440490186109051
"4064","Male","2-14",339,0.293660124072701
"4065","Male","25-34",339,0.587320248145402
"4066","Male","35-49",339,0.734150310181752
"4067","Male","50+",339,0.880980372218102
"4068","Male","<2",339,0.14683006203635
"4069","Female","15-24",340,0.122655812398459
"4070","Female","2-14",340,0.0817705415989729
"4071","Female","25-34",340,0.163541083197946
"4072","Female","35-49",340,0.204426353997432
"4073","Female","50+",340,0.245311624796919
"4074","Female","<2",340,0.0408852707994865
"4075","Male","15-24",340,0.122655812398459
"4076","Male","2-14",340,0.0817705415989729
"4077","Male","25-34",340,0.163541083197946
"4078","Male","35-49",340,0.204426353997432
"4079","Male","50+",340,0.245311624796919
"4080","Male","<2",340,0.0408852707994865
"4081","Female","15-24",341,0.163828764083955
"4082","Female","2-14",341,0.10921917605597
"4083","Female","25-34",341,0.218438352111941
"4084","Female","35-49",341,0.273047940139926
"4085","Female","50+",341,0.327657528167911
"4086","Female","<2",341,0.0546095880279852
"4087","Male","15-24",341,0.163828764083955
"4088","Male","2-14",341,0.10921917605597
"4089","Male","25-34",341,0.218438352111941
"4090","Male","35-49",341,0.273047940139926
"4091","Male","50+",341,0.327657528167911
"4092","Male","<2",341,0.0546095880279852
"4093","Female","15-24",342,0.288771165350023
"4094","Female","2-14",342,0.192514110233349
"4095","Female","25-34",342,0.385028220466698
"4096","Female","35-49",342,0.481285275583372
"4097","Female","50+",342,0.577542330700047
"4098","Female","<2",342,0.0962570551166745
"4099","Male","15-24",342,0.288771165350023
"4100","Male","2-14",342,0.192514110233349
"4101","Male","25-34",342,0.385028220466698
"4102","Male","35-49",342,0.481285275583372
"4103","Male","50+",342,0.577542330700047
"4104","Male","<2",342,0.0962570551166745
"4105","Female","15-24",343,0.323771316674201
"4106","Female","2-14",343,0.215847544449467
"4107","Female","25-34",343,0.431695088898935
"4108","Female","35-49",343,0.539618861123669
"4109","Female","50+",343,0.647542633348402
"4110","Female","<2",343,0.107923772224734
"4111","Male","15-24",343,0.323771316674201
"4112","Male","2-14",343,0.215847544449467
"4113","Male","25-34",343,0.431695088898935
"4114","Male","35-49",343,0.539618861123669
"4115","Male","50+",343,0.647542633348402
"4116","Male","<2",343,0.107923772224734
"4117","Female","15-24",344,0.389644069985894
"4118","Female","2-14",344,0.259762713323929
"4119","Female","25-34",344,0.519525426647858
"4120","Female","35-49",344,0.649406783309823
"4121","Female","50+",344,0.779288139971787
"4122","Female","<2",344,0.129881356661965
"4123","Male","15-24",344,0.389644069985894
"4124","Male","2-14",344,0.259762713323929
