"","Sex","ag","n_draw","prob_symptoms_str"
"3126","Female","<2",261,0.0813502701541418
"3127","Male","15-24",261,0.244050810462426
"3128","Male","2-14",261,0.162700540308284
"3129","Male","25-34",261,0.325401080616567
"3130","Male","35-49",261,0.406751350770709
"3131","Male","50+",261,0.488101620924851
"3132","Male","<2",261,0.0813502701541418
"3133","Female","15-24",262,0.209978016314192
"3134","Female","2-14",262,0.139985344209462
"3135","Female","25-34",262,0.279970688418923
"3136","Female","35-49",262,0.349963360523654
"3137","Female","50+",262,0.419956032628385
"3138","Female","<2",262,0.0699926721047308
"3139","Male","15-24",262,0.209978016314192
"3140","Male","2-14",262,0.139985344209462
"3141","Male","25-34",262,0.279970688418923
"3142","Male","35-49",262,0.349963360523654
"3143","Male","50+",262,0.419956032628385
"3144","Male","<2",262,0.0699926721047308
"3145","Female","15-24",263,0.160567615187423
"3146","Female","2-14",263,0.107045076791615
"3147","Female","25-34",263,0.21409015358323
"3148","Female","35-49",263,0.267612691979038
"3149","Female","50+",263,0.321135230374845
"3150","Female","<2",263,0.0535225383958076
"3151","Male","15-24",263,0.160567615187423
"3152","Male","2-14",263,0.107045076791615
"3153","Male","25-34",263,0.21409015358323
"3154","Male","35-49",263,0.267612691979038
"3155","Male","50+",263,0.321135230374845
"3156","Male","<2",263,0.0535225383958076
"3157","Female","15-24",264,0.201113098500351
"3158","Female","2-14",264,0.134075399000234
"3159","Female","25-34",264,0.268150798000468
"3160","Female","35-49",264,0.335188497500586
"3161","Female","50+",264,0.402226197000703
"3162","Female","<2",264,0.0670376995001171
"3163","Male","15-24",264,0.201113098500351
"3164","Male","2-14",264,0.134075399000234
"3165","Male","25-34",264,0.268150798000468
"3166","Male","35-49",264,0.335188497500586
"3167","Male","50+",264,0.402226197000703
"3168","Male","<2",264,0.0670376995001171
"3169","Female","15-24",265,0.217393497923062
"3170","Female","2-14",265,0.144928998615374
"3171","Female","25-34",265,0.289857997230749
"3172","Female","35-49",265,0.362322496538436
"3173","Female","50+",265,0.434786995846123
"3174","Female","<2",265,0.0724644993076872
"3175","Male","15-24",265,0.217393497923062
"3176","Male","2-14",265,0.144928998615374
"3177","Male","25-34",265,0.289857997230749
"3178","Male","35-49",265,0.362322496538436
"3179","Male","50+",265,0.434786995846123
"3180","Male","<2",265,0.0724644993076872
"3181","Female","15-24",266,0.283893712508209
"3182","Female","2-14",266,0.189262475005473
"3183","Female","25-34",266,0.378524950010946
"3184","Female","35-49",266,0.473156187513682
"3185","Female","50+",266,0.567787425016419
"3186","Female","<2",266,0.0946312375027364
"3187","Male","15-24",266,0.283893712508209
"3188","Male","2-14",266,0.189262475005473
"3189","Male","25-34",266,0.378524950010946
"3190","Male","35-49",266,0.473156187513682
"3191","Male","50+",266,0.567787425016419
"3192","Male","<2",266,0.0946312375027364
"3193","Female","15-24",267,0.236243378217829
"3194","Female","2-14",267,0.157495585478553
"3195","Female","25-34",267,0.314991170957105
"3196","Female","35-49",267,0.393738963696382
"3197","Female","50+",267,0.472486756435658
"3198","Female","<2",267,0.0787477927392763
"3199","Male","15-24",267,0.236243378217829
"3200","Male","2-14",267,0.157495585478553
"3201","Male","25-34",267,0.314991170957105
"3202","Male","35-49",267,0.393738963696382
"3203","Male","50+",267,0.472486756435658
"3204","Male","<2",267,0.0787477927392763
"3205","Female","15-24",268,0.288511059097019
"3206","Female","2-14",268,0.192340706064679
"3207","Female","25-34",268,0.384681412129358
"3208","Female","35-49",268,0.480851765161698
"3209","Female","50+",268,0.577022118194037
"3210","Female","<2",268,0.0961703530323396
"3211","Male","15-24",268,0.288511059097019
"3212","Male","2-14",268,0.192340706064679
"3213","Male","25-34",268,0.384681412129358
"3214","Male","35-49",268,0.480851765161698
"3215","Male","50+",268,0.577022118194037
"3216","Male","<2",268,0.0961703530323396
"3217","Female","15-24",269,0.196158143472729
"3218","Female","2-14",269,0.130772095648486
"3219","Female","25-34",269,0.261544191296972
"3220","Female","35-49",269,0.326930239121215
"3221","Female","50+",269,0.392316286945458
"3222","Female","<2",269,0.0653860478242431
"3223","Male","15-24",269,0.196158143472729
"3224","Male","2-14",269,0.130772095648486
"3225","Male","25-34",269,0.261544191296972
"3226","Male","35-49",269,0.326930239121215
"3227","Male","50+",269,0.392316286945458
"3228","Male","<2",269,0.0653860478242431
"3229","Female","15-24",270,0.216998070886839
"3230","Female","2-14",270,0.144665380591226
"3231","Female","25-34",270,0.289330761182452
"3232","Female","35-49",270,0.361663451478066
"3233","Female","50+",270,0.433996141773679
"3234","Female","<2",270,0.0723326902956131
"3235","Male","15-24",270,0.216998070886839
"3236","Male","2-14",270,0.144665380591226
"3237","Male","25-34",270,0.289330761182452
"3238","Male","35-49",270,0.361663451478066
"3239","Male","50+",270,0.433996141773679
"3240","Male","<2",270,0.0723326902956131
"3241","Female","15-24",271,0.176883920570251
"3242","Female","2-14",271,0.1179226137135
"3243","Female","25-34",271,0.235845227427001
"3244","Female","35-49",271,0.294806534283751
"3245","Female","50+",271,0.353767841140501
"3246","Female","<2",271,0.0589613068567502
"3247","Male","15-24",271,0.176883920570251
"3248","Male","2-14",271,0.1179226137135
"3249","Male","25-34",271,0.235845227427001
"3250","Male","35-49",271,0.294806534283751
"3251","Male","50+",271,0.353767841140501
"3252","Male","<2",271,0.0589613068567502
"3253","Female","15-24",272,0.279041113383543
"3254","Female","2-14",272,0.186027408922362
"3255","Female","25-34",272,0.372054817844725
"3256","Female","35-49",272,0.465068522305906
"3257","Female","50+",272,0.558082226767087
"3258","Female","<2",272,0.0930137044611812
"3259","Male","15-24",272,0.279041113383543
"3260","Male","2-14",272,0.186027408922362
"3261","Male","25-34",272,0.372054817844725
"3262","Male","35-49",272,0.465068522305906
"3263","Male","50+",272,0.558082226767087
"3264","Male","<2",272,0.0930137044611812
"3265","Female","15-24",273,0.21934871250827
"3266","Female","2-14",273,0.146232475005513
"3267","Female","25-34",273,0.292464950011027
"3268","Female","35-49",273,0.365581187513783
"3269","Female","50+",273,0.43869742501654
"3270","Female","<2",273,0.0731162375027566
"3271","Male","15-24",273,0.21934871250827
"3272","Male","2-14",273,0.146232475005513
"3273","Male","25-34",273,0.292464950011027
"3274","Male","35-49",273,0.365581187513783
"3275","Male","50+",273,0.43869742501654
"3276","Male","<2",273,0.0731162375027566
"3277","Female","15-24",274,0.186542064746222
"3278","Female","2-14",274,0.124361376497481
"3279","Female","25-34",274,0.248722752994962
"3280","Female","35-49",274,0.310903441243703
"3281","Female","50+",274,0.373084129492443
"3282","Female","<2",274,0.0621806882487405
"3283","Male","15-24",274,0.186542064746222
"3284","Male","2-14",274,0.124361376497481
"3285","Male","25-34",274,0.248722752994962
"3286","Male","35-49",274,0.310903441243703
"3287","Male","50+",274,0.373084129492443
"3288","Male","<2",274,0.0621806882487405
"3289","Female","15-24",275,0.409121610479466
"3290","Female","2-14",275,0.272747740319644
"3291","Female","25-34",275,0.545495480639288
"3292","Female","35-49",275,0.681869350799109
"3293","Female","50+",275,0.818243220958931
"3294","Female","<2",275,0.136373870159822
"3295","Male","15-24",275,0.409121610479466
"3296","Male","2-14",275,0.272747740319644
"3297","Male","25-34",275,0.545495480639288
"3298","Male","35-49",275,0.681869350799109
"3299","Male","50+",275,0.818243220958931
"3300","Male","<2",275,0.136373870159822
"3301","Female","15-24",276,0.237179857493892
"3302","Female","2-14",276,0.158119904995928
"3303","Female","25-34",276,0.316239809991856
"3304","Female","35-49",276,0.395299762489819
"3305","Female","50+",276,0.474359714987783
"3306","Female","<2",276,0.0790599524979639
"3307","Male","15-24",276,0.237179857493892
"3308","Male","2-14",276,0.158119904995928
"3309","Male","25-34",276,0.316239809991856
"3310","Male","35-49",276,0.395299762489819
"3311","Male","50+",276,0.474359714987783
"3312","Male","<2",276,0.0790599524979639
"3313","Female","15-24",277,0.400922034607249
"3314","Female","2-14",277,0.267281356404832
"3315","Female","25-34",277,0.534562712809665
"3316","Female","35-49",277,0.668203391012081
"3317","Female","50+",277,0.801844069214497
"3318","Female","<2",277,0.133640678202416
"3319","Male","15-24",277,0.400922034607249
"3320","Male","2-14",277,0.267281356404832
"3321","Male","25-34",277,0.534562712809665
"3322","Male","35-49",277,0.668203391012081
"3323","Male","50+",277,0.801844069214497
"3324","Male","<2",277,0.133640678202416
"3325","Female","15-24",278,0.0960075493537579
"3326","Female","2-14",278,0.0640050329025053
"3327","Female","25-34",278,0.128010065805011
"3328","Female","35-49",278,0.160012582256263
"3329","Female","50+",278,0.192015098707516
"3330","Female","<2",278,0.0320025164512526
"3331","Male","15-24",278,0.0960075493537579
"3332","Male","2-14",278,0.0640050329025053
"3333","Male","25-34",278,0.128010065805011
"3334","Male","35-49",278,0.160012582256263
"3335","Male","50+",278,0.192015098707516
"3336","Male","<2",278,0.0320025164512526
"3337","Female","15-24",279,0.106042628796913
"3338","Female","2-14",279,0.0706950858646086
"3339","Female","25-34",279,0.141390171729217
"3340","Female","35-49",279,0.176737714661521
"3341","Female","50+",279,0.212085257593826
"3342","Female","<2",279,0.0353475429323043
"3343","Male","15-24",279,0.106042628796913
"3344","Male","2-14",279,0.0706950858646086
"3345","Male","25-34",279,0.141390171729217
"3346","Male","35-49",279,0.176737714661521
"3347","Male","50+",279,0.212085257593826
"3348","Male","<2",279,0.0353475429323043
"3349","Female","15-24",280,0.104883120285908
"3350","Female","2-14",280,0.0699220801906056
"3351","Female","25-34",280,0.139844160381211
"3352","Female","35-49",280,0.174805200476514
"3353","Female","50+",280,0.209766240571817
"3354","Female","<2",280,0.0349610400953028
"3355","Male","15-24",280,0.104883120285908
"3356","Male","2-14",280,0.0699220801906056
"3357","Male","25-34",280,0.139844160381211
"3358","Male","35-49",280,0.174805200476514
"3359","Male","50+",280,0.209766240571817
"3360","Male","<2",280,0.0349610400953028
"3361","Female","15-24",281,0.269139027777322
"3362","Female","2-14",281,0.179426018518214
"3363","Female","25-34",281,0.358852037036429
"3364","Female","35-49",281,0.448565046295536
"3365","Female","50+",281,0.538278055554643
"3366","Female","<2",281,0.0897130092591072
"3367","Male","15-24",281,0.269139027777322
"3368","Male","2-14",281,0.179426018518214
"3369","Male","25-34",281,0.358852037036429
"3370","Male","35-49",281,0.448565046295536
"3371","Male","50+",281,0.538278055554643
"3372","Male","<2",281,0.0897130092591072
"3373","Female","15-24",282,0.294521481627384
"3374","Female","2-14",282,0.196347654418256
"3375","Female","25-34",282,0.392695308836512
"3376","Female","35-49",282,0.49086913604564
"3377","Female","50+",282,0.589042963254768
"3378","Female","<2",282,0.098173827209128
"3379","Male","15-24",282,0.294521481627384
"3380","Male","2-14",282,0.196347654418256
"3381","Male","25-34",282,0.392695308836512
"3382","Male","35-49",282,0.49086913604564
"3383","Male","50+",282,0.589042963254768
"3384","Male","<2",282,0.098173827209128
"3385","Female","15-24",283,0.14623932279889
"3386","Female","2-14",283,0.0974928818659268
"3387","Female","25-34",283,0.194985763731854
"3388","Female","35-49",283,0.243732204664817
"3389","Female","50+",283,0.29247864559778
"3390","Female","<2",283,0.0487464409329634
"3391","Male","15-24",283,0.14623932279889
"3392","Male","2-14",283,0.0974928818659268
"3393","Male","25-34",283,0.194985763731854
"3394","Male","35-49",283,0.243732204664817
"3395","Male","50+",283,0.29247864559778
"3396","Male","<2",283,0.0487464409329634
"3397","Female","15-24",284,0.29289540627156
"3398","Female","2-14",284,0.19526360418104
"3399","Female","25-34",284,0.39052720836208
"3400","Female","35-49",284,0.4881590104526
"3401","Female","50+",284,0.585790812543121
"3402","Female","<2",284,0.0976318020905201
"3403","Male","15-24",284,0.29289540627156
"3404","Male","2-14",284,0.19526360418104
"3405","Male","25-34",284,0.39052720836208
"3406","Male","35-49",284,0.4881590104526
"3407","Male","50+",284,0.585790812543121
"3408","Male","<2",284,0.0976318020905201
"3409","Female","15-24",285,0.300496765547778
"3410","Female","2-14",285,0.200331177031852
"3411","Female","25-34",285,0.400662354063703
"3412","Female","35-49",285,0.500827942579629
"3413","Female","50+",285,0.600993531095555
"3414","Female","<2",285,0.100165588515926
"3415","Male","15-24",285,0.300496765547778
"3416","Male","2-14",285,0.200331177031852
"3417","Male","25-34",285,0.400662354063703
"3418","Male","35-49",285,0.500827942579629
"3419","Male","50+",285,0.600993531095555
"3420","Male","<2",285,0.100165588515926
"3421","Female","15-24",286,0.265242198583241
"3422","Female","2-14",286,0.176828132388827
"3423","Female","25-34",286,0.353656264777654
"3424","Female","35-49",286,0.442070330972068
"3425","Female","50+",286,0.530484397166481
"3426","Female","<2",286,0.0884140661944136
"3427","Male","15-24",286,0.265242198583241
"3428","Male","2-14",286,0.176828132388827
"3429","Male","25-34",286,0.353656264777654
"3430","Male","35-49",286,0.442070330972068
"3431","Male","50+",286,0.530484397166481
"3432","Male","<2",286,0.0884140661944136
"3433","Female","15-24",287,0.17102458353331
"3434","Female","2-14",287,0.114016389022207
"3435","Female","25-34",287,0.228032778044413
"3436","Female","35-49",287,0.285040972555516
"3437","Female","50+",287,0.34204916706662
"3438","Female","<2",287,0.0570081945111033
"3439","Male","15-24",287,0.17102458353331
"3440","Male","2-14",287,0.114016389022207
"3441","Male","25-34",287,0.228032778044413
"3442","Male","35-49",287,0.285040972555516
"3443","Male","50+",287,0.34204916706662
"3444","Male","<2",287,0.0570081945111033
"3445","Female","15-24",288,0.281092095931986
"3446","Female","2-14",288,0.187394730621324
"3447","Female","25-34",288,0.374789461242649
"3448","Female","35-49",288,0.468486826553311
"3449","Female","50+",288,0.562184191863973
"3450","Female","<2",288,0.0936973653106622
"3451","Male","15-24",288,0.281092095931986
"3452","Male","2-14",288,0.187394730621324
"3453","Male","25-34",288,0.374789461242649
"3454","Male","35-49",288,0.468486826553311
"3455","Male","50+",288,0.562184191863973
"3456","Male","<2",288,0.0936973653106622
"3457","Female","15-24",289,0.141502639057977
"3458","Female","2-14",289,0.0943350927053183
"3459","Female","25-34",289,0.188670185410637
"3460","Female","35-49",289,0.235837731763296
"3461","Female","50+",289,0.283005278115955
"3462","Female","<2",289,0.0471675463526591
"3463","Male","15-24",289,0.141502639057977
"3464","Male","2-14",289,0.0943350927053183
"3465","Male","25-34",289,0.188670185410637
"3466","Male","35-49",289,0.235837731763296
"3467","Male","50+",289,0.283005278115955
"3468","Male","<2",289,0.0471675463526591
"3469","Female","15-24",290,0.138740427249714
"3470","Female","2-14",290,0.092493618166476
"3471","Female","25-34",290,0.184987236332952
"3472","Female","35-49",290,0.23123404541619
"3473","Female","50+",290,0.277480854499428
"3474","Female","<2",290,0.046246809083238
"3475","Male","15-24",290,0.138740427249714
"3476","Male","2-14",290,0.092493618166476
"3477","Male","25-34",290,0.184987236332952
"3478","Male","35-49",290,0.23123404541619
"3479","Male","50+",290,0.277480854499428
"3480","Male","<2",290,0.046246809083238
"3481","Female","15-24",291,0.15657264503455
"3482","Female","2-14",291,0.104381763356367
"3483","Female","25-34",291,0.208763526712734
"3484","Female","35-49",291,0.260954408390917
"3485","Female","50+",291,0.313145290069101
"3486","Female","<2",291,0.0521908816781835
"3487","Male","15-24",291,0.15657264503455
"3488","Male","2-14",291,0.104381763356367
"3489","Male","25-34",291,0.208763526712734
"3490","Male","35-49",291,0.260954408390917
"3491","Male","50+",291,0.313145290069101
"3492","Male","<2",291,0.0521908816781835
"3493","Female","15-24",292,0.348677869159727
"3494","Female","2-14",292,0.232451912773151
"3495","Female","25-34",292,0.464903825546303
"3496","Female","35-49",292,0.581129781932878
"3497","Female","50+",292,0.697355738319454
"3498","Female","<2",292,0.116225956386576
"3499","Male","15-24",292,0.348677869159727
"3500","Male","2-14",292,0.232451912773151
"3501","Male","25-34",292,0.464903825546303
"3502","Male","35-49",292,0.581129781932878
"3503","Male","50+",292,0.697355738319454
"3504","Male","<2",292,0.116225956386576
"3505","Female","15-24",293,0.139183598105329
"3506","Female","2-14",293,0.0927890654035528
"3507","Female","25-34",293,0.185578130807106
"3508","Female","35-49",293,0.231972663508882
"3509","Female","50+",293,0.278367196210658
"3510","Female","<2",293,0.0463945327017764
"3511","Male","15-24",293,0.139183598105329
"3512","Male","2-14",293,0.0927890654035528
"3513","Male","25-34",293,0.185578130807106
"3514","Male","35-49",293,0.231972663508882
"3515","Male","50+",293,0.278367196210658
"3516","Male","<2",293,0.0463945327017764
"3517","Female","15-24",294,0.171370244995577
"3518","Female","2-14",294,0.114246829997051
"3519","Female","25-34",294,0.228493659994102
"3520","Female","35-49",294,0.285617074992628
"3521","Female","50+",294,0.342740489991153
"3522","Female","<2",294,0.0571234149985256
"3523","Male","15-24",294,0.171370244995577
"3524","Male","2-14",294,0.114246829997051
"3525","Male","25-34",294,0.228493659994102
"3526","Male","35-49",294,0.285617074992628
"3527","Male","50+",294,0.342740489991153
"3528","Male","<2",294,0.0571234149985256
"3529","Female","15-24",295,0.325764427790871
"3530","Female","2-14",295,0.217176285193914
"3531","Female","25-34",295,0.434352570387828
"3532","Female","35-49",295,0.542940712984785
"3533","Female","50+",295,0.651528855581742
"3534","Female","<2",295,0.108588142596957
"3535","Male","15-24",295,0.325764427790871
"3536","Male","2-14",295,0.217176285193914
"3537","Male","25-34",295,0.434352570387828
"3538","Male","35-49",295,0.542940712984785
"3539","Male","50+",295,0.651528855581742
"3540","Male","<2",295,0.108588142596957
"3541","Female","15-24",296,0.199145125329555
"3542","Female","2-14",296,0.13276341688637
"3543","Female","25-34",296,0.26552683377274
"3544","Female","35-49",296,0.331908542215925
"3545","Female","50+",296,0.39829025065911
"3546","Female","<2",296,0.066381708443185
"3547","Male","15-24",296,0.199145125329555
"3548","Male","2-14",296,0.13276341688637
"3549","Male","25-34",296,0.26552683377274
"3550","Male","35-49",296,0.331908542215925
"3551","Male","50+",296,0.39829025065911
"3552","Male","<2",296,0.066381708443185
"3553","Female","15-24",297,0.306898616254107
"3554","Female","2-14",297,0.204599077502738
"3555","Female","25-34",297,0.409198155005476
"3556","Female","35-49",297,0.511497693756845
"3557","Female","50+",297,0.613797232508214
"3558","Female","<2",297,0.102299538751369
"3559","Male","15-24",297,0.306898616254107
"3560","Male","2-14",297,0.204599077502738
"3561","Male","25-34",297,0.409198155005476
"3562","Male","35-49",297,0.511497693756845
"3563","Male","50+",297,0.613797232508214
"3564","Male","<2",297,0.102299538751369
"3565","Female","15-24",298,0.139345678123343
"3566","Female","2-14",298,0.0928971187488951
"3567","Female","25-34",298,0.18579423749779
"3568","Female","35-49",298,0.232242796872238
"3569","Female","50+",298,0.278691356246685
"3570","Female","<2",298,0.0464485593744475
"3571","Male","15-24",298,0.139345678123343
"3572","Male","2-14",298,0.0928971187488951
"3573","Male","25-34",298,0.18579423749779
"3574","Male","35-49",298,0.232242796872238
"3575","Male","50+",298,0.278691356246685
"3576","Male","<2",298,0.0464485593744475
"3577","Female","15-24",299,0.208293858885437
"3578","Female","2-14",299,0.138862572590291
"3579","Female","25-34",299,0.277725145180583
"3580","Female","35-49",299,0.347156431475728
"3581","Female","50+",299,0.416587717770874
"3582","Female","<2",299,0.0694312862951457
"3583","Male","15-24",299,0.208293858885437
"3584","Male","2-14",299,0.138862572590291
"3585","Male","25-34",299,0.277725145180583
"3586","Male","35-49",299,0.347156431475728
"3587","Male","50+",299,0.416587717770874
"3588","Male","<2",299,0.0694312862951457
"3589","Female","15-24",300,0.15787874593262
"3590","Female","2-14",300,0.105252497288413
"3591","Female","25-34",300,0.210504994576827
"3592","Female","35-49",300,0.263131243221033
"3593","Female","50+",300,0.31575749186524
"3594","Female","<2",300,0.0526262486442066
"3595","Male","15-24",300,0.15787874593262
"3596","Male","2-14",300,0.105252497288413
"3597","Male","25-34",300,0.210504994576827
"3598","Male","35-49",300,0.263131243221033
"3599","Male","50+",300,0.31575749186524
"3600","Male","<2",300,0.0526262486442066
"3601","Female","15-24",301,0.341367681318014
"3602","Female","2-14",301,0.22757845421201
"3603","Female","25-34",301,0.455156908424019
"3604","Female","35-49",301,0.568946135530024
"3605","Female","50+",301,0.682735362636029
"3606","Female","<2",301,0.113789227106005
"3607","Male","15-24",301,0.341367681318014
"3608","Male","2-14",301,0.22757845421201
"3609","Male","25-34",301,0.455156908424019
"3610","Male","35-49",301,0.568946135530024
"3611","Male","50+",301,0.682735362636029
"3612","Male","<2",301,0.113789227106005
"3613","Female","15-24",302,0.355905272096866
"3614","Female","2-14",302,0.237270181397911
"3615","Female","25-34",302,0.474540362795821
"3616","Female","35-49",302,0.593175453494777
"3617","Female","50+",302,0.711810544193732
"3618","Female","<2",302,0.118635090698955
"3619","Male","15-24",302,0.355905272096866
"3620","Male","2-14",302,0.237270181397911
"3621","Male","25-34",302,0.474540362795821
"3622","Male","35-49",302,0.593175453494777
"3623","Male","50+",302,0.711810544193732
"3624","Male","<2",302,0.118635090698955
"3625","Female","15-24",303,0.188955544569577
"3626","Female","2-14",303,0.125970363046385
"3627","Female","25-34",303,0.25194072609277
"3628","Female","35-49",303,0.314925907615962
"3629","Female","50+",303,0.377911089139155
"3630","Female","<2",303,0.0629851815231925
"3631","Male","15-24",303,0.188955544569577
"3632","Male","2-14",303,0.125970363046385
"3633","Male","25-34",303,0.25194072609277
"3634","Male","35-49",303,0.314925907615962
"3635","Male","50+",303,0.377911089139155
"3636","Male","<2",303,0.0629851815231925
"3637","Female","15-24",304,0.165649960024366
"3638","Female","2-14",304,0.110433306682911
"3639","Female","25-34",304,0.220866613365822
"3640","Female","35-49",304,0.276083266707277
"3641","Female","50+",304,0.331299920048733
"3642","Female","<2",304,0.0552166533414555
"3643","Male","15-24",304,0.165649960024366
"3644","Male","2-14",304,0.110433306682911
"3645","Male","25-34",304,0.220866613365822
"3646","Male","35-49",304,0.276083266707277
"3647","Male","50+",304,0.331299920048733
"3648","Male","<2",304,0.0552166533414555
"3649","Female","15-24",305,0.346635032543018
"3650","Female","2-14",305,0.231090021695345
"3651","Female","25-34",305,0.46218004339069
"3652","Female","35-49",305,0.577725054238363
"3653","Female","50+",305,0.693270065086036
"3654","Female","<2",305,0.115545010847673
"3655","Male","15-24",305,0.346635032543018
"3656","Male","2-14",305,0.231090021695345
"3657","Male","25-34",305,0.46218004339069
"3658","Male","35-49",305,0.577725054238363
"3659","Male","50+",305,0.693270065086036
"3660","Male","<2",305,0.115545010847673
"3661","Female","15-24",306,0.237192342383889
"3662","Female","2-14",306,0.158128228255926
"3663","Female","25-34",306,0.316256456511852
"3664","Female","35-49",306,0.395320570639815
"3665","Female","50+",306,0.474384684767778
"3666","Female","<2",306,0.079064114127963
"3667","Male","15-24",306,0.237192342383889
"3668","Male","2-14",306,0.158128228255926
"3669","Male","25-34",306,0.316256456511852
"3670","Male","35-49",306,0.395320570639815
"3671","Male","50+",306,0.474384684767778
"3672","Male","<2",306,0.079064114127963
"3673","Female","15-24",307,0.162752353680084
"3674","Female","2-14",307,0.108501569120056
"3675","Female","25-34",307,0.217003138240112
"3676","Female","35-49",307,0.271253922800141
"3677","Female","50+",307,0.325504707360169
"3678","Female","<2",307,0.0542507845600281
"3679","Male","15-24",307,0.162752353680084
"3680","Male","2-14",307,0.108501569120056
"3681","Male","25-34",307,0.217003138240112
"3682","Male","35-49",307,0.271253922800141
"3683","Male","50+",307,0.325504707360169
"3684","Male","<2",307,0.0542507845600281
"3685","Female","15-24",308,0.234751666430946
"3686","Female","2-14",308,0.156501110953964
"3687","Female","25-34",308,0.313002221907928
"3688","Female","35-49",308,0.39125277738491
"3689","Female","50+",308,0.469503332861892
"3690","Female","<2",308,0.078250555476982
"3691","Male","15-24",308,0.234751666430946
"3692","Male","2-14",308,0.156501110953964
"3693","Male","25-34",308,0.313002221907928
"3694","Male","35-49",308,0.39125277738491
"3695","Male","50+",308,0.469503332861892
"3696","Male","<2",308,0.078250555476982
"3697","Female","15-24",309,0.304420700564048
"3698","Female","2-14",309,0.202947133709365
"3699","Female","25-34",309,0.40589426741873
"3700","Female","35-49",309,0.507367834273413
"3701","Female","50+",309,0.608841401128095
"3702","Female","<2",309,0.101473566854683
"3703","Male","15-24",309,0.304420700564048
"3704","Male","2-14",309,0.202947133709365
"3705","Male","25-34",309,0.40589426741873
"3706","Male","35-49",309,0.507367834273413
"3707","Male","50+",309,0.608841401128095
"3708","Male","<2",309,0.101473566854683
"3709","Female","15-24",310,0.167078230376644
"3710","Female","2-14",310,0.111385486917763
"3711","Female","25-34",310,0.222770973835525
"3712","Female","35-49",310,0.278463717294406
"3713","Female","50+",310,0.334156460753288
"3714","Female","<2",310,0.0556927434588813
"3715","Male","15-24",310,0.167078230376644
"3716","Male","2-14",310,0.111385486917763
"3717","Male","25-34",310,0.222770973835525
"3718","Male","35-49",310,0.278463717294406
"3719","Male","50+",310,0.334156460753288
"3720","Male","<2",310,0.0556927434588813
"3721","Female","15-24",311,0.143778297080715
"3722","Female","2-14",311,0.0958521980538103
"3723","Female","25-34",311,0.191704396107621
"3724","Female","35-49",311,0.239630495134526
"3725","Female","50+",311,0.287556594161431
"3726","Female","<2",311,0.0479260990269052
"3727","Male","15-24",311,0.143778297080715
"3728","Male","2-14",311,0.0958521980538103
"3729","Male","25-34",311,0.191704396107621
"3730","Male","35-49",311,0.239630495134526
"3731","Male","50+",311,0.287556594161431
"3732","Male","<2",311,0.0479260990269052
"3733","Female","15-24",312,0.296009794299924
"3734","Female","2-14",312,0.197339862866616
"3735","Female","25-34",312,0.394679725733232
"3736","Female","35-49",312,0.49334965716654
"3737","Female","50+",312,0.592019588599848
"3738","Female","<2",312,0.098669931433308
"3739","Male","15-24",312,0.296009794299924
"3740","Male","2-14",312,0.197339862866616
"3741","Male","25-34",312,0.394679725733232
"3742","Male","35-49",312,0.49334965716654
"3743","Male","50+",312,0.592019588599848
"3744","Male","<2",312,0.098669931433308
"3745","Female","15-24",313,0.294307094775271
"3746","Female","2-14",313,0.196204729850181
"3747","Female","25-34",313,0.392409459700361
"3748","Female","35-49",313,0.490511824625451
"3749","Female","50+",313,0.588614189550542
"3750","Female","<2",313,0.0981023649250903
"3751","Male","15-24",313,0.294307094775271
"3752","Male","2-14",313,0.196204729850181
"3753","Male","25-34",313,0.392409459700361
"3754","Male","35-49",313,0.490511824625451
"3755","Male","50+",313,0.588614189550542
"3756","Male","<2",313,0.0981023649250903
"3757","Female","15-24",314,0.216972135971193
"3758","Female","2-14",314,0.144648090647462
"3759","Female","25-34",314,0.289296181294924
"3760","Female","35-49",314,0.361620226618655
"3761","Female","50+",314,0.433944271942386
"3762","Female","<2",314,0.0723240453237311
"3763","Male","15-24",314,0.216972135971193
"3764","Male","2-14",314,0.144648090647462
"3765","Male","25-34",314,0.289296181294924
"3766","Male","35-49",314,0.361620226618655
"3767","Male","50+",314,0.433944271942386
"3768","Male","<2",314,0.0723240453237311
"3769","Female","15-24",315,0.313157925389114
"3770","Female","2-14",315,0.20877195025941
"3771","Female","25-34",315,0.417543900518819
"3772","Female","35-49",315,0.521929875648524
"3773","Female","50+",315,0.626315850778229
"3774","Female","<2",315,0.104385975129705
"3775","Male","15-24",315,0.313157925389114
"3776","Male","2-14",315,0.20877195025941
"3777","Male","25-34",315,0.417543900518819
"3778","Male","35-49",315,0.521929875648524
"3779","Male","50+",315,0.626315850778229
"3780","Male","<2",315,0.104385975129705
"3781","Female","15-24",316,0.228456661079735
"3782","Female","2-14",316,0.152304440719823
"3783","Female","25-34",316,0.304608881439646
"3784","Female","35-49",316,0.380761101799558
"3785","Female","50+",316,0.456913322159469
"3786","Female","<2",316,0.0761522203599116
"3787","Male","15-24",316,0.228456661079735
"3788","Male","2-14",316,0.152304440719823
"3789","Male","25-34",316,0.304608881439646
"3790","Male","35-49",316,0.380761101799558
"3791","Male","50+",316,0.456913322159469
"3792","Male","<2",316,0.0761522203599116
"3793","Female","15-24",317,0.205181786087263
"3794","Female","2-14",317,0.136787857391509
"3795","Female","25-34",317,0.273575714783018
"3796","Female","35-49",317,0.341969643478772
