Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sierra Leone,SLE,0.0297491157136084,0.424625198802737,1.8308592868493,1.91253606391571,2.01574165142237,2.30020141601563,2.54101293945313,2.81134326171875,3.0558271484375,3.24386401367188,3.79816877031601,4.99976356177989
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Singapore,SGP,0.971397349579443,0.939246682334647,0.86260152288751,0.877768678852892,0.876020603895985,0.883214712142944,0.867735683917999,0.854120194911957,0.834628343582153,0.811010360717773,0.859781983880883,0.804086116592075
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sint Maarten (Dutch part),SXM,..,..,1.52758036277378,1.51909831986512,1.48917964786914,1.39649999141693,1.36262941360474,1.36500227451324,1.38735342025757,1.43830955028534,1.39020256352509,1.36985036088976
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Slovak Republic,SVK,0.222355140559302,0.516385,0.485412,0.491548,0.503194,0.516433,0.526001,0.510067,0.48909,0.486965,0.49218,0.506852
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Slovenia,SVN,0.034748,0.526511,0.591238,0.595298,0.577106,0.570149,0.567612,0.544192,0.532257,0.533293,0.526632,0.541355
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Solomon Islands,SLB,1.89041477435804,3.82387788873376,6.71630412676904,6.87799166455287,6.83674564528877,6.88952917643131,7.26447849335179,7.2332421461848,7.04430692268978,6.36472913378284,6.06597421184586,6.08033727731148
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Somalia,SOM,651.146306872638,7912.75925680192,7703.87877560683,7392.42009962119,7238.54410015133,7390.98452334284,7866.17688819609,8740.89828673751,9178.7463157475,10268.4172726634,10219.7257670089,10867.5164798451
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,South Africa,ZAF,1.25844116921577,2.75855373001632,5.5660949231475,5.81717732887118,6.14841834119248,6.41333675384521,6.85541534423828,7.06522130966187,7.24892425537109,7.37613821029663,7.2189184212586,7.2801946616266
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,South Sudan,SSD,..,..,2.67058842687124,3.37095053486236,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Spain,ESP,0.618359,0.739777,0.662359,0.66474,0.642644,0.630839,0.631798,0.604131,0.606275,0.590962,0.57881,0.572592
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sri Lanka,LKA,9.95647979362501,19.0851973326692,44.2462388515779,45.112389125597,46.1923261027497,49.2740936279297,49.967601776123,51.7085876464844,55.1600952148438,55.5265464782715,76.4954342163252,86.7353177891082
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Kitts and Nevis,KNA,1.48641500437303,1.63813671203603,2.04040925302396,2.04214786936031,2.04667573482668,2.05065178871155,2.00792121887207,1.96132147312164,1.86340057849884,1.84317195415497,1.78082219181537,1.82301713051001
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Lucia,LCA,1.60167019816278,1.70445271671024,1.88300091358507,1.94412526193526,1.87649162213908,1.89693486690521,1.80317461490631,1.70198357105255,1.52291166782379,1.47842586040497,1.49418639564505,1.50211728050232
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Vincent and the Grenadines,VCT,1.39717267239258,1.49181396240276,1.59496561087086,1.60395332994011,1.53212034819621,1.58873176574707,1.54909288883209,1.53848028182983,1.47022485733032,1.44013321399689,1.39120110695472,1.39641113345768
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sudan,SDN,0.00385379383556816,0.355855775867311,2.66429063890674,3.03403527703952,3.46689202545808,4.77295541763306,7.0852689743042,10.9736919403076,25.9514312744141,85.7226867675781,173.681336386538,514.307134863817
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Suriname,SUR,0.00205401675382329,0.452321775334011,1.81092750767179,1.82023509450537,2.42866500604888,2.57841467857361,2.7858772277832,2.64944648742676,3.73132395744324,5.3682279586792,7.21619911955204,10.6044507958133
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sweden,SWE,8.871508,9.163089,8.727131,8.854383,8.822586,8.852247,8.865881,8.584015,8.435616,8.311676,8.363085,8.509281
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Switzerland,CHE,1.932927,1.78866,1.281761,1.235788,1.201964,1.187726,1.178866,1.133809,1.104751,1.046474,0.981279,0.966273
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Syrian Arab Republic,SYR,..,..,..,..,..,132.995910644531,141.603332519531,163.027435302734,237.009140014648,417.322418212891,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tajikistan,TJK,5.22819753201785E-06,0.27437874515769,1.69437273495577,1.98206846361453,2.12092749841489,2.35055923461914,2.48761677742004,2.39919829368591,2.35681772232056,2.5442578792572,2.57328569310553,2.53711704890444
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tanzania,TZA,51.3508355302647,276.298694277931,760.901227042674,806.452660291479,852.166699351825,889.44873046875,849.043212890625,815.964294433594,779.039184570313,762.958374023438,732.463061080849,726.476102762249
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Thailand,THA,8.96313068184364,11.038852109913,12.2628079911661,12.3379218581063,12.3508534176816,12.3857574462891,12.1526117324829,11.8285846710205,11.4072952270508,11.1481275558472,10.9112914640691,10.6559974609307
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Timor-Leste,TLS,0.246061698750005,0.332030494855059,0.428254989272727,0.424637953835626,0.393877192203333,0.365617901086807,0.34242276590442,0.342878394462742,0.265956834851583,0.393393218517303,0.409249229951958,0.322713344756041
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Togo,TGO,141.039776959351,221.418407605977,234.28539708271,236.228225923929,236.861637104047,231.840179443359,228.706680297852,218.590423583984,208.467544555664,202.174468994141,196.725003622138,194.731218631422
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tonga,TON,0.704067894924151,0.940163691653863,1.40217338844866,1.46268107045339,1.49317537039246,1.54925571659408,1.59240519661869,1.68676728129674,1.59489317759001,1.49529759154827,1.51582880307416,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Trinidad and Tobago,TTO,2.50098334983259,2.78961380305609,4.38425220895755,4.25239581601675,4.12188799550597,4.18089962005615,4.14924287796021,3.96576571464539,3.85990810394287,3.92725038528442,4.43258908738084,3.91967295016779
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tunisia,TUN,0.397928640221974,0.506171131005807,0.691510979296202,0.730423355794027,0.751815691885531,0.775635421276093,0.810976982116699,0.828764498233795,0.837391257286072,0.87733256816864,0.845232802506099,0.884587105183473
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Turkiye,TUR,0.001186,0.281594,1.104504,1.162452,1.241052,1.38398,1.63261,1.837125,2.111056,2.725605,4.605662,6.974967
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Turkmenistan,TKM,2.52008675623336E-07,0.456908391581599,1.63649724899522,1.58541391961658,1.54066564780999,1.53630566596985,1.49199550558646,1.50332972021,1.52900388443585,1.50170361995697,1.49366317685641,1.43591360484589
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Turks and Caicos Islands,TCA,..,..,1.06835783618016,1.07176271991537,1.05349065622913,0.997238159179688,1.01522052288055,1.01947629451752,1.05944132804871,1.09070706367493,1.12738230688755,1.2263883735119
